"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","status_code","organisation_sub_type_code","commissioner","join_provider_purchaser_date","left_provider_purchaser_date","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","provider_purchaser","null_8","prescribing_setting","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"L40 4LA","Y04593","WEST LANCS HEART FAILURE SERVICE","Y62","Q84","BURSCOUGH HEALTH CENTRE","STANLEY COURT, LORD ST","BURSCOUGH","","","20140401",,"A","B","02G","20140401",,"0300 2470011",,,,"0",,"02G",,"9",,"L40  4LA","198001",,"3445","4120","E10000017","323","E07000127","E05005361","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFM02","MFFM02","1","30UPFM","E00129323","Q84","Y51","E01025483","6","E02005307","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","344504","412083","E00129323","E01025483","E02005307","E56000018","E54000048","0101000020E61000002667EE9F8CB806C02B173F091ACD4A40"
"L40 4LA","P81138","BURSCOUGH FAMILY PRACTICE","Y62","Q84","BURSCOUGH HEALTH CENTRE","STANLEY COURT,LORD STREET","BURSCOUGH","","","19740401",,"A","B","02G","20130401",,"01704 396020",,,,"0",,"02G",,"4",,"L40  4LA","198001",,"3445","4120","E10000017","323","E07000127","E05005361","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFM02","MFFM02","1","30UPFM","E00129323","Q84","Y51","E01025483","6","E02005307","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","344504","412083","E00129323","E01025483","E02005307","E56000018","E54000048","0101000020E61000002667EE9F8CB806C02B173F091ACD4A40"
"LA1 1NG","Y04193","NORTH LANCASHIRE INSPIRE","Y62","Q84","24 GREAT JOHN STREET","","LANCASTER","","","20130501",,"A","B","01K","20130501",,"01524 388493",,,,"0",,"NMS",,"8",,"LA1  1NG","198001",,"3478","4616","E10000017","323","E07000121","E05009596","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFD09","LZFD09","1","30UHFD","E00127404","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347837","461681","E00127404","E01033071","E02005234","E56000018","E54000048","0101000020E610000081FB60BDAC6206C00BB38D4633064B40"
"LA1 1NG","Y01898","ADDACTION TOWER PROGRAMME","Y54","Q47","24 GREAT JOHN STREET","LANCASTER","","","","20070214","20141130","C","B","01K","20130401","20141130","01524 230800",,,,"0",,"01K",,"0",,"LA1  1NG","198001",,"3478","4616","E10000017","323","E07000121","E05009596","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFD09","LZFD09","1","30UHFD","E00127404","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347837","461681","E00127404","E01033071","E02005234","E56000018","E54000048","0101000020E610000081FB60BDAC6206C00BB38D4633064B40"
"LA1 1PN","P81002","LANCASTER MEDICAL PRACTICE","Y62","Q84","LANCASTER MED PRACTICE","8 DALTON SQUARE","LANCASTER","LANCASHIRE","","19740401",,"A","B","01K","20130401",,"01524 842200",,,,"0",,"01K",,"4",,"LA1  1PN","199712",,"3479","4615","E10000017","323","E07000121","E05009596","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFD09","LZFD09","1","30UHFD","E00127403","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347900","461585","E00127403","E01033071","E02005234","E56000018","E54000048","0101000020E610000033B13EA9AB6006C0E7820C3717064B40"
"LA1 1RE","P81064","KING STREET SURGERY","Y54","Q84","KING STREET SURGERY","38 KING STREET","LANCASTER","","","19740401","20180630","C","B","01K","20130401","20180630","01524 541651",,,,"0",,"01K",,"4",,"LA1  1RE","198001",,"3476","4615","E10000017","323","E07000121","E05009596","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFF13","LZFF13","1","30UHFF","E00127404","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347608","461529","E00127404","E01033071","E02005234","E56000018","E54000048","0101000020E61000004BA8AE77C86906C0E995B6C005064B40"
"LA1 1RP","P81013","QUEEN SQUARE MEDICAL PRACTICE","Y62","Q84","QUEEN SQUARE MED PRACTICE","2 QUEEN SQUARE","LANCASTER","LANCASHIRE","","19740401",,"A","B","01K","20130401",,"01524 843333",,,,"0",,"01K",,"4",,"LA1  1RP","200006",,"3476","4614","E10000017","323","E07000121","E05009596","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFF13","LZFF13","1","30UHFF","E00127406","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347650","461436","E00127406","E01033073","E02005234","E56000018","E54000048","0101000020E61000007C3956C56F6806C0F012AF81EA054B40"
"LA1 1YL","Y03163","HMP LANCASTER CASTLE","Y54","Q44","THE CASTLE","","LANCASTER","LANCASHIRE","","20100901","20140630","C","B","12G","20130401","20140630","01524 565066",,,,"0",,"12K",,"25",,"LA1  1YL","198001","201409","3473","4618","E10000017","323","E07000121","E05009596","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFF03","LZFF03","1","30UHFF","E00127400","Q84","Y51","E01025099","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347323","461831","E00127400","E01025099","E02005234","E56000018","E54000048","0101000020E6100000439209D3CD7206C0D1AA20BB5D064B40"
"LA1 2LG","P81091","OWEN ROAD SURGERY","Y54","Q84","67 OWEN ROAD","SKERTON","LANCASTER","LANCASHIRE","","19740401","20180430","C","B","01K","20130401","20180430","01524 846999",,,,"0",,"01K",,"4",,"LA1  2LG","198001",,"3476","4629","E10000017","323","E07000121","E05009612","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFZ08","LZFZ08","1","30UHFZ","E00127655","Q84","Y51","E01025150","5","E02005231","N01","N51","Q13","5DD","Y42","E14000825","Y1701","5NF","347634","462904","E00127655","E01025150","E02005231","E56000018","E54000048","0101000020E6100000728F8E05756906C0D0566BBE9A074B40"
"LA1 3AQ","P81011","MEADOWSIDE MEDICAL PRACT","Y54","Q84","MEADOWSIDE MEDICAL PRACT","1-3 MEADOWSIDE","LANCASTER","","","19740401","20171031","C","B","01K","20130401","20171031","01524 32622",,,,"0",,"01K",,"4",,"LA1  3AQ","198001",,"3479","4611","E10000017","323","E07000121","E05009610","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFQ03","LZFQ03","1","30UHFQ","E00127409","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347948","461113","E00127409","E01033073","E02005234","E56000018","E54000048","0101000020E610000052D660D0005F06C0B42A9B618C054B40"
"LA1 3QZ","Y05531","HMP LANCASTER FARMS (YOI)","Y62","Q84","STONE ROW HEAD","OFF QUERNMORE ROAD","LANCASTER","LANCASHIRE","","20160801",,"A","B","14K","20160801",,"01524 563450",,,,"0",,"14K",,"16",,"LA1  3QZ","199301",,"3495","4621","E10000017","323","E07000121","E05009594","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFD08","LZFD08","1","30UHFD","E00127356","Q84","Y51","E01025095","6","E02005233","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","349552","462136","E00127356","E01025095","E02005233","E56000018","E54000048","0101000020E6100000FD657F0D312D06C04D1602DEBE064B40"
"LA1 3QZ","Y03164","HMP LANCASTER FARMS IDTS","Y54","Q47","STONE ROW HEAD","QUERNMORE ROAD","LANCASTER","LANCASHIRE","","20100901","20141130","C","B","12K","20130401","20141130","01524 563506",,,,"0",,"01K",,"25",,"LA1  3QZ","199301",,"3495","4621","E10000017","323","E07000121","E05009594","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFD08","LZFD08","1","30UHFD","E00127356","Q84","Y51","E01025095","6","E02005233","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","349552","462136","E00127356","E01025095","E02005233","E56000018","E54000048","0101000020E6100000FD657F0D312D06C04D1602DEBE064B40"
"LA1 4JS","P81056","ROSEBANK SURGERY","Y54","Q84","ROSEBANK SURGERY","ASHTON ROAD","LANCASTER","LANCASHIRE","","19740401","20180630","C","B","01K","20130401","20180630","01524 842284",,,,"0",,"01K",,"4",,"LA1  4JS","198410",,"3477","4607","E10000017","323","E07000121","E05009610","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFX01","LZFX01","1","30UHFX","E00127620","Q84","Y51","E01025147","5","E02005235","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347749","460754","E00127620","E01025147","E02005235","E56000018","E54000048","0101000020E6100000D86D2678196506C04ADFDA0022054B40"
"LA1 4RP","Y06030","UHMB COMMUNITY NMP","Y62","Q84","ROYAL LANCASTER INFIRMARY","ASHTON ROAD","LANCASTER","","","20180223",,"A","B","01K","20180223",,"01524 516190",,,,"0",,"RTX",,"9",,"LA1  4RP","198001",,"3477","4610","E10000017","323","E07000121","E05009610","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFX01","LZFX01","1","30UHFX","E00127405","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347761","461046","E00170161","E01033071","E02005234","E56000018","E54000048","0101000020E61000008044D7CFD36406C0ECD5C90778054B40"
"LA1 4XQ","Y02866","JOURNEY TO RECOVERY","Y54","Q47","OFFICE 1-3-4","WHITE CROSS","LANCASTER","","","20091001","20141130","C","B","01K","20130401","20141130","01524 63725",,,,"0",,"01K",,"0",,"LA1  4XQ","199405",,"3478","4612","E10000017","323","E07000121","E05009610","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFQ03","LZFQ03","1","30UHFQ","E00127405","Q84","Y51","E01025104","5","E02005234","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","347890","461267","E00170160","E01033071","E02005234","E56000018","E54000048","0101000020E6100000EC27DB08DF6006C01F8FCF89B9054B40"
"LA1 5EE","Y04476","LONGLANDS CHILD DEVELOPMENT CENTRE","Y62","Q84","WESTBOURNE DRIVE","","LANCASTER","LANCASHIRE","","20131001",,"A","B","01K","20131001",,"01524 34331",,,,"0",,"01K",,"9",,"LA1  5EE","198001",,"3468","4614","E10000017","323","E07000121","E05009606","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","30UHFF09","LZFF09","1","30UHFF","E00127381","Q84","Y51","E01025103","5","E02005237","N01","N51","Q13","5DD","Y42","E14000776","Y1701","5NF","346877","461414","E00127381","E01025103","E02005237","E56000018","E54000048","0101000020E610000043D521869A8006C0545B9F6EE1054B40"
"LA10 5DL","A82608","SEDBERGH MEDICAL PRACTICE","Y62","Q84","SEDBERGH MEDICAL PRACTICE","SEDBERGH M/CTR,STATION RD","SEDBERGH","CUMBRIA","","19870401",,"A","B","01K","20170401",,"01539 718191",,,,"0",,"01K",,"4",,"LA10 5DL","198001",,"3652","4919","E10000006","102","E07000031","E05011504","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGN06","FKGN06","1","16UGGN","E00098012","Q84","Y51","E01019385","2","E02004023","N01","N51","Q13","5DD","Y42","E14001037","Y1701","5NE","365282","491999","E00098012","E01019385","E02004023","E56000018","E54000048","0101000020E6100000D37D24803A4804C01EDB37C543294B40"
"LA11 6PH","A82647","CARTMEL SURGERY","Y62","Q84","CARTMEL SURGERY","HAGGS LANE","CARTMEL","CUMBRIA","","19901008",,"A","B","01K","20170401",,"01539 536366",,,,"0",,"01K",,"4",,"LA11 6PH","198001",,"3383","4785","E10000006","102","E07000031","E05011495","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGFF05","FKFF05","1","16UGFF","E00097789","Q84","Y51","E01019349","7","E02004027","N01","N51","Q13","5DD","Y42","E14001037","Y1701","5NE","338319","478571","E00097789","E01019349","E02004027","E56000018","E54000048","0101000020E6100000506013196D9307C06BEFD1397E194B40"
"LA11 7DJ","A82065","PENINSULA MEDICAL PRACTICE","Y62","Q84","GRANGE HEALTH CENTRE","KENTS BANK ROAD","GRANGE-OVER-SANDS","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01539 777230",,,,"0",,"01K",,"4",,"LA11 7DJ","198001",,"3403","4772","E10000006","102","E07000031","E05011497","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGFM04","FKFM04","1","16UGFM","E00097820","Q84","Y51","E01019353","6","E02004027","N01","N51","Q13","5DD","Y42","E14001037","Y1701","5NE","340346","477297","E00097820","E01019353","E02004027","E56000018","E54000048","0101000020E6100000D356B172485307C02044D7F40E184B40"
"LA11 7DJ","A82053","NUTWOOD MEDICAL PRACTICE","Y62","Q84","THE HEALTH CENTRE","KENTS BANK ROAD","GRANGE OVER SANDS","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01539 715500",,,,"0",,"01K",,"4",,"LA11 7DJ","198001",,"3403","4772","E10000006","102","E07000031","E05011497","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGFM04","FKFM04","1","16UGFM","E00097820","Q84","Y51","E01019353","6","E02004027","N01","N51","Q13","5DD","Y42","E14001037","Y1701","5NE","340346","477297","E00097820","E01019353","E02004027","E56000018","E54000048","0101000020E6100000D356B172485307C02044D7F40E184B40"
"LA12 7BT","A82068","ULVERSTON COMMUNITY HEALTH CENTRE","Y62","Q84","ULVERSTON COMM.HEALTH CTR","STANLEY STREET","ULVERSTON","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01229 484100",,,,"0",,"01K",,"4",,"LA12 7BT","198001",,"3284","4786","E10000006","102","E07000031","E05011506","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGU02","FKGU02","1","16UGGU","E00098050","Q84","Y51","E01019390","5","E02004026","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","328478","478682","E00098050","E01019390","E02004026","E56000018","E54000048","0101000020E610000088325D875CC808C0844809F574194B40"
"LA12 7BT","Y01119","MINOR SURGERY SERVICE","Y62","Q84","ULVERSTON COMM.HEALTH CTR","STANLEY STREET","ULVERSTON","","","20050701",,"A","B","01K","20170501",,"01229 484040",,,,"0",,"01K",,"0",,"LA12 7BT","198001",,"3284","4786","E10000006","102","E07000031","E05011506","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGU02","FKGU02","1","16UGGU","E00098050","Q84","Y51","E01019390","5","E02004026","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","328478","478682","E00098050","E01019390","E02004026","E56000018","E54000048","0101000020E610000088325D875CC808C0844809F574194B40"
"LA12 7BT","A82003","ULVERSTON HEALTH CENTRE (MURRAY)","Y62","Q84","ULVERSTON COMM.HEALTH CTR","STANLEY STREET","ULVERSTON","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01229 484141",,,,"0",,"01K",,"4",,"LA12 7BT","198001",,"3284","4786","E10000006","102","E07000031","E05011506","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGU02","FKGU02","1","16UGGU","E00098050","Q84","Y51","E01019390","5","E02004026","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","328478","478682","E00098050","E01019390","E02004026","E56000018","E54000048","0101000020E610000088325D875CC808C0844809F574194B40"
"LA12 7BT","Y03330","CUMBRIA DIABETES","Y54","Q49","ULVERSTON COMM HLTH CNTRE","STANLEY STREET","ULVERSTON","","","20110401","20131031","C","B","01H","20110401","20131031","01229 491137",,,,"0",,"5NE",,"0",,"LA12 7BT","198001",,"3284","4786","E10000006","102","E07000031","E05011506","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGU02","FKGU02","1","16UGGU","E00098050","Q84","Y51","E01019390","5","E02004026","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","328478","478682","E00098050","E01019390","E02004026","E56000018","E54000048","0101000020E610000088325D875CC808C0844809F574194B40"
"LA12 7JP","Y04853","ST MARYS HOSPICE","Y62","Q84","FORD PARK CRESCENT","","ULVERSTON","CUMBRIA","","20150101",,"A","B","01K","20170401",,"01229 580305",,,,"0",,"01K",,"13",,"LA12 7JP","198001",,"3291","4788","E10000006","102","E07000031","E05011506","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGGS01","FKGS01","1","16UGGS","E00098049","Q84","Y51","E01019390","5","E02004026","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","329147","478819","E00098049","E01019390","E02004026","E56000018","E54000048","0101000020E6100000DD458A0F6EB308C054971358A0194B40"
"LA12 8QF","A82650","HAVERTHWAITE SURGERY","Y62","Q84","HAVERTHWAITE SURGERY","HAVERTHWAITE, BACKBARROW","ULVERSTON","CUMBRIA","","19910916",,"A","B","01K","20170401",,"01539 531619",,,,"0",,"01K",,"4",,"LA12 8QF","198001",,"3353","4844","E10000006","102","E07000031","E05011493","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UGFH07","FKFH07","1","16UGFH","E00098020","Q84","Y51","E01019386","7","E02004021","N01","N51","Q13","5DD","Y42","E14001037","Y1701","5NE","335358","484431","E00098020","E01019386","E02004021","E56000018","E54000048","0101000020E61000003B4C5976F4F207C0BBCB05BE2F204B40"
"LA13 9QY","A82077","LIVERPOOL HOUSE SURGERY","Y62","Q84","LIVERPOOL HOUSE SURGERY","69 RISEDALE ROAD","BARROW-IN-FURNESS","CUMBRIA","","19940401",,"A","B","01K","20170401",,"01229 402630",,,,"0",,"01K",,"4",,"LA13 9QY","198001",,"3210","4692","E10000006","102","E07000027","E05003154","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFK06","FFFK06","1","16UCFK","E00096900","Q84","Y51","E01019173","5","E02003983","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","321028","469214","E00096900","E01019173","E02003983","E56000018","E54000048","0101000020E6100000B3C0A40919AD09C0BAA126626D0E4B40"
"LA13 9SH","Y03116","FURNESS TIER2 COMMUNITY SERVICE","Y62","Q84","BRIDGEGATE MEDICAL PRACT","WINCHESTER STREET","BARROW IN FURNESS","","","20100801",,"A","B","01K","20170401",,"01229 820304",,,,"0",,"01K",,"9",,"LA13 9SH","198001",,"3210","4693","E10000006","102","E07000027","E05003154","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFK02","FFFK02","1","16UCFK","E00096901","Q84","Y51","E01019175","5","E02003983","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","321085","469392","E00096901","E01019175","E02003983","E56000018","E54000048","0101000020E6100000D118C66968AB09C0A35A7F14A20E4B40"
"LA13 9SH","A82009","BRIDGEGATE MEDICAL CENTRE","Y62","Q84","BRIDGEGATE MEDICAL CENTRE","WINCHESTER STREET","BARROW-IN-FURNESS","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01229 820304",,,,"0",,"01K",,"4",,"LA13 9SH","198001",,"3210","4693","E10000006","102","E07000027","E05003154","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFK02","FFFK02","1","16UCFK","E00096901","Q84","Y51","E01019175","5","E02003983","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","321085","469392","E00096901","E01019175","E02003983","E56000018","E54000048","0101000020E6100000D118C66968AB09C0A35A7F14A20E4B40"
"LA14 1AF","A91213","ARTFUL MEDICAL CENTRE","Y63","Q72","ARTFUL MEDICAL CENTRE","CREW BUILDING D38","B A E SYSTEMS","BARROW-IN-FURNESS","CUMBRIA","20131001",,"A","B","13Q","20131001",,"",,,,"0",,"13Q",,"0",,"LA14 1AF","200901",,"3194","4683","E10000006","102","E07000027","E05003145","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFA01","FFFA01","1","16UCFA","E00096733","Q84","Y51","E01019139","5","E02003986","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319484","468303","E00096733","E01019139","E02003986","E56000018","E54000048","0101000020E6100000D7AE1D5DF5DC09C07085EC4C590D4B40"
"LA14 1LF","A82007","DUKE STREET SURGERY","Y62","Q84","4 DUKE STREET","BARROW IN FURNESS","CUMBRIA","","","19740401",,"A","B","01K","20170401",,"01229 820068",,,,"0",,"01K",,"4",,"LA14 1LF","198001",,"3199","4690","E10000006","102","E07000027","E05003150","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFB03","FFFB03","1","16UCFB","E00096741","Q84","Y51","E01019141","5","E02003984","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319938","469059","E00096741","E01019141","E02003984","E56000018","E54000048","0101000020E6100000DABB130F27CF09C0E614A6373A0E4B40"
"LA14 1RD","Y00713","DRUG & ALCOHOL SERVICE(STH)","Y54","Q49","92-96 DUKE STREET","BARROW IN FURNESS","","","","20041001","20131031","C","B","01H","20061001","20131031","01229 615651",,,,"0",,"5NE",,"0",,"LA14 1RD","198001",,"3197","4693","E10000006","102","E07000027","E05003150","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFF13","FFFF13","1","16UCFF","E00096829","Q84","Y51","E01019156","5","E02003980","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319703","469304","E00096829","E01019156","E02003980","E56000018","E54000048","0101000020E6100000B8E22960A5D609C0935CE026810E4B40"
"LA14 2QW","Y05424","BARROW PHARMACY NMP SERVICES","Y62","Q84","3 ANCHOR ROAD","","BARROW IN FURNESS","CUMBRIA","","20160601",,"A","B","01K","20170401",,"01229 820979",,,,"0",,"01K",,"9",,"LA14 2QW","198001",,"3197","4680","E10000006","102","E07000027","E05003145","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFA04","FFFA04","1","16UCFA","E00096738","Q84","Y51","E01019138","5","E02003986","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319721","468081","E00096738","E01019138","E02003986","E56000018","E54000048","0101000020E61000007109BF8E6AD509C0978BAD26190D4B40"
"LA14 3HY","A82071","BURNETT EDGAR MEDICAL CTR","Y62","Q84","BURNETT EDGAR MEDICAL CTR","CENTRAL DRIVE, WALNEY","BARROW-IN-FURNESS","CUMBRIA","","19850812",,"A","B","01K","20170401",,"01229 474526",,,,"0",,"01K",,"4",,"LA14 3HY","198001",,"3180","4686","E10000006","102","E07000027","E05003156","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFM08","FFFM08","1","16UCFM","E00096943","Q84","Y51","E01019182","5","E02003985","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","318049","468646","E00096943","E01019182","E02003985","E56000018","E54000048","0101000020E61000008198AC7C150A0AC0D03875DBB60D4B40"
"LA14 3HY","Y04596","WALNEY PHARMACY NMP SERVICES","Y62","Q84","CENTRAL DRIVE","WALNEY","BARROW IN FURNESS","CUMBRIA","","20140401",,"A","B","01K","20170401",,"01229 471402",,,,"0",,"01K",,"9",,"LA14 3HY","198001",,"3180","4686","E10000006","102","E07000027","E05003156","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFM08","FFFM08","1","16UCFM","E00096943","Q84","Y51","E01019182","5","E02003985","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","318049","468646","E00096943","E01019182","E02003985","E56000018","E54000048","0101000020E61000008198AC7C150A0AC0D03875DBB60D4B40"
"LA14 4LF","Y02536","PCAS FURNESS","Y54","Q49","FURNESS GENERAL HOSPITAL","DALTON LANE","BARROW IN FURNESS","","","20090202","20131031","C","B","01H","20090202","20131031","01229 870870",,,,"0",,"5NE",,"0",,"LA14 4LF","198604",,"3211","4718","E10000006","102","E07000027","E05003149","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFE09","FFFE09","1","16UCFE","E00096805","Q84","Y51","E01019155","5","E02003979","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","321179","471847","E00096805","E01019155","E02003979","E56000018","E54000048","0101000020E6100000AA579415C7A909C041FC7E6475114B40"
"LA14 5ES","A82008","NORWOOD MEDICAL CENTRE","Y62","Q84","NORWOOD MEDICAL CENTRE","99 ABBEY ROAD","BARROW-IN-FURNESS","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01229 402525",,,,"0",,"01K",,"4",,"LA14 5ES","198001",,"3201","4699","E10000006","102","E07000027","E05003153","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFJ09","FFFJ09","1","16UCFJ","E00096899","Q84","Y51","E01019168","5","E02003981","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","320161","469951","E00096899","E01019168","E02003981","E56000018","E54000048","0101000020E61000009A1482D8A6C809C05D907AFD410F4B40"
"LA14 5SL","A82629","THE FAMILY PRACTICE","Y62","Q84","THE SURGERY","26 HARTINGTON STREET","BARROW-IN-FURNESS","CUMBRIA","","19851101",,"A","B","01K","20170401",,"01229 402900",,,,"0",,"01K",,"4",,"LA14 5SL","198001",,"3197","4696","E10000006","102","E07000027","E05003150","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFF09","FFFF09","1","16UCFF","E00096839","Q84","Y51","E01019157","5","E02003984","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319744","469686","E00096839","E01019157","E02003984","E56000018","E54000048","0101000020E61000007D1E73E591D509C02EEAE4D5F10E4B40"
"LA14 5SL","A82011","HARTINGTON STREET MEDICAL PRACTICE","Y54","Q74","36-38 HARTINGTON STREET","","BARROW-IN-FURNESS","CUMBRIA","","19740401","20160531","C","B","01H","20130401","20160531","01229 820554",,,,"0",,"01H",,"4",,"LA14 5SL","198001",,"3197","4696","E10000006","102","E07000027","E05003150","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFF09","FFFF09","1","16UCFF","E00096839","Q84","Y51","E01019157","5","E02003984","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","319744","469686","E00096839","E01019157","E02003984","E56000018","E54000048","0101000020E61000007D1E73E591D509C02EEAE4D5F10E4B40"
"LA15 8AB","A82039","DALTON SURGERY","Y62","Q84","THE SURGERY","92 MARKET STREET","DALTON-IN-FURNESS","CUMBRIA","","19740401",,"A","B","01K","20170401",,"01229 462591",,,,"0",,"01K",,"4",,"LA15 8AB","198001",,"3230","4739","E10000006","102","E07000027","E05003148","1","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFD04","FFFD04","1","16UCFD","E00096796","Q84","Y51","E01019149","6","E02003978","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","323050","473988","E00096796","E01019149","E02003978","E56000018","E54000048","0101000020E61000000781357D437009C0F6745D16F5134B40"
"LA15 8AF","A82619","NELSON STREET SURGERY","Y54","Q74","NELSON STREET SURGERY","18 NELSON STREET","DALTON-IN-FURNESS","CUMBRIA","","19850701","20161231","C","B","01H","20130401","20161231","01229 463999",,,,"0",,"01H",,"4",,"LA15 8AF","198001",,"3229","4741","E10000006","102","E07000027","E05003147","0","1","E92000001","Q31","E12000002","QC4","Y62","01K","16UCFC10","FFFC10","1","16UCFC","E00096775","Q84","Y51","E01019147","6","E02003977","N01","N51","Q13","5DD","Y42","E14000543","Y1701","5NE","322920","474131","E00096775","E01019147","E02003977","E56000018","E54000048","0101000020E61000007940A81F6A7409C0682F5A8D1E144B40"
