"postcode","organisation_code","name","national_grouping","high_level_health_geography","address_line_1","address_line_2","address_line_3","address_line_4","address_line_5","open_date","close_date","null_1","organisation_sub_type_code","parent_organisation_code","null_2","null_3","contact_telephone_number","null_4","null_5","null_6","amended_record_indicator","null_7","gor_code","null_8","null_9","null_10","pcd2","dointr","doterm","oseast100m","osnrth100m","oscty","odslaua","oslaua","osward","usertype","osgrdind","ctry","oshlthau","rgn","oldha","nhser","ccg","psed","cened","edind","ward98","oa01","nhsrlo","hro","lsoa01","ur01ind","msoa01","cannet","scn","oshaprev","oldpct","oldhro","pcon","canreg","pct","oseast1m","osnrth1m","oa11","lsoa11","msoa11","calncv","stp","geom"
"FY8 4AP","RXL44","ANSDELL MEDICAL CENTRE","Y62","Q84","CHURCH ROAD","ST. ANNES","","LYTHAM ST. ANNES","LANCASHIRE","20070401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  4AP","200006",,"3341","4284","E10000017","323","E07000119","E05005185","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFA01","LXFA01","1","30UFFA","E00126803","Q84","Y51","E01024982","5","E02005210","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","334104","428479","E00126803","E01024982","E02005210","E56000018","E54000048","0101000020E61000004E562E41820108C072D3EFC3CEDF4A40"
"FY8 4GW","RW5KN","ANSDELL CLINIC","Y62","Q84","ANSDELL MEDICAL CENTRE","ALBANY ROAD","","LYTHAM ST. ANNES","LANCASHIRE","20151001",,,"","RW5",,,,,,,"0",,"B",,,,"FY8  4GW","200511",,"3341","4285","E10000017","323","E07000119","E05005185","0","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFA01","LXFA01","1","30UFFA","E00126803","Q84","Y51","E01024982","5","E02005210","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","334120","428519","E00126803","E01024982","E02005210","E56000018","E54000048","0101000020E6100000ECE4858C070108C05B135A9CDADF4A40"
"FY8 5DZ","RXL78","LYTHAM PRIMARY CARE CENTRE","Y62","Q84","VICTORIA STREET","","","LYTHAM ST. ANNES","LANCASHIRE","20090401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  5DZ","198001",,"3374","4274","E10000017","323","E07000119","E05005201","0","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126991","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337412","427439","E00126991","E01025022","E02005211","E56000018","E54000048","0101000020E6100000E0D163D85B9A07C0DA5A81E3A9DE4A40"
"FY8 5EE","RXN10","LYTHAM HOSPITAL","Y62","Q84","WARTON STREET","","","LYTHAM ST. ANNES","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RW5VH","FYLDE MEMORY ASSESSMENT SERVICE","Y62","Q84","LYTHAM HOSPITAL","WARTON STREET","","LYTHAM ST. ANNES","LANCASHIRE","20111001",,,"X","RW5",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RW5GD","LYTHAM HOSPITAL","Y62","Q84","WARTON STREET","","","LYTHAM ST. ANNES","LANCASHIRE","20040401",,,"","RW5",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RXL77","LANCASHIRE BOWEL SCREENING SERVICE - LYTHAM","Y62","Q84","LYTHAM PRIMARY CARE CENTRE","WARTON STREET","","LYTHAM ST. ANNES","LANCASHIRE","20090401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RXL23","LYTHAM CLINIC","Y62","Q84","WARTON STREET","","","LYTHAM ST. ANNES","LANCASHIRE","20020401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RW5GM","GREENLANDS MEMORY CLINIC","Y62","Q84","LYTHAM HOSPITAL","WARTON STREET","","LYTHAM ST. ANNES","LANCASHIRE","20050401",,,"","RW5",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RW5XX","FYLDE OLDER ADULT COMMUNITY SERVICES","Y62","Q84","LYTHAM HOSPITAL","WARTON STREET","","LYTHAM ST. ANNES","LANCASHIRE","20090401",,,"X","RW5",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5EE","RXN17","LYTHAM ROAD PRIMARY CARE CENTRE","Y62","Q84","WARTON STREET","","","LYTHAM ST. ANNES","LANCASHIRE","20050401",,,"","RXN",,,,,,,"0",,"B",,,,"FY8  5EE","198001",,"3376","4273","E10000017","323","E07000119","E05005201","1","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFT07","LXFT07","1","30UFFT","E00126992","Q84","Y51","E01025022","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","337611","427316","E00126992","E01025022","E02005211","E56000018","E54000048","0101000020E6100000EA10EC41219407C0311D537386DE4A40"
"FY8 5LH","RXL61","LANCASHIRE CLINIC","Y62","Q84","15 CHURCH ROAD","LYTHAM","","LYTHAM ST. ANNES","LANCASHIRE","20070401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  5LH","198001",,"3363","4271","E10000017","323","E07000119","E05005188","0","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFE09","LXFE09","1","30UFFE","E00126855","Q84","Y51","E01024991","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","336325","427157","E00126855","E01024991","E02005211","E56000018","E54000048","0101000020E6100000840D1139FCBB07C01B62A08652DE4A40"
"FY8 5LL","RXL48","FERNBANK SURGERY","Y62","Q84","18 CHURCH ROAD","LYTHAM","","LYTHAM ST. ANNES","LANCASHIRE","20070401",,,"","RXL",,,,,,,"0",,"B",,,,"FY8  5LL","198001",,"3362","4271","E10000017","323","E07000119","E05005188","0","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFE08","LXFE08","1","30UFFE","E00126855","Q84","Y51","E01024991","5","E02005211","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","336269","427160","E00126855","E01024991","E02005211","E56000018","E54000048","0101000020E610000084D08F93B9BD07C03F7A4D2F53DE4A40"
"FY8 5PG","RX7C8","LYTHAM AMBULANCE STATION","Y62","Q83","ANSDELL ROAD SOUTH","","","LYTHAM ST ANNES","LANCASHIRE","20060701",,,"","RX7",,,,,,,"0",,"B",,,,"FY8  5PG","198001",,"3348","4274","E10000017","323","E07000119","E05005185","0","1","E92000001","Q31","E12000002","QCY","Y62","02M","30UFFA06","LXFA06","1","30UFFA","E00126797","Q84","Y51","E01024982","5","E02005210","N01","N51","Q13","5HE","Y42","E14000706","Y1701","5NF","334801","427494","E00126797","E01024982","E02005210","E56000018","E54000048","0101000020E6100000D90BA59E70EB07C0010C5595AFDE4A40"
"L39 1PX","RW5DP","HANTS LANE CLINIC","Y62","Q84","HANTS LANE CLINIC","HANTS LANE","","ORMSKIRK","LANCASHIRE","20050101",,,"","RW5",,,,,,,"0",,"B",,,,"L39  1PX","198001",,"3414","4085","E10000017","323","E07000127","E05005373","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFU10","MFFU10","1","30UPFU","E00129500","Q84","Y51","E01025518","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341410","408541","E00129500","E01025518","E02005310","E56000018","E54000048","0101000020E61000002DCBA87EED1607C04609F5E2FBC84A40"
"L39 1PX","RXL0D","U25 SEXUAL HEALTH SERVICES WEST LANCSHIRE","Y62","Q84","HANTS LANE CLINIC","HANTS LANE","","ORMSKIRK","","20190401",,,"","RXL",,,,,,,"1",,"B",,,,"L39  1PX","198001",,"3414","4085","E10000017","323","E07000127","E05005373","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFU10","MFFU10","1","30UPFU","E00129500","Q84","Y51","E01025518","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341410","408541","E00129500","E01025518","E02005310","E56000018","E54000048","0101000020E61000002DCBA87EED1607C04609F5E2FBC84A40"
"L39 1PX","RXLC6","SEXUAL HEALTH SERVICES","Y62","Q84","HANTS LANE CLINIC","HANTS LANE","","ORMSKIRK","LANCASHIRE","20161001",,,"X","RXL",,,,,,,"0",,"B",,,,"L39  1PX","198001",,"3414","4085","E10000017","323","E07000127","E05005373","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFU10","MFFU10","1","30UPFU","E00129500","Q84","Y51","E01025518","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341410","408541","E00129500","E01025518","E02005310","E56000018","E54000048","0101000020E61000002DCBA87EED1607C04609F5E2FBC84A40"
"L39 2JW","RW5YN","ORMSKIRK CMHT","Y62","Q84","HILLDALE UNIT","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20090401",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 1PX","RXLA6","SEXUAL HEALTH SERVICES - HANTS LANE","Y62","Q84","HANTS LANE CLINIC","HANTS LANE","","ORMSKIRK","LANCASHIRE","20160401",,,"X","RXL",,,,,,,"0",,"B",,,,"L39  1PX","198001",,"3414","4085","E10000017","323","E07000127","E05005373","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFU10","MFFU10","1","30UPFU","E00129500","Q84","Y51","E01025518","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341410","408541","E00129500","E01025518","E02005310","E56000018","E54000048","0101000020E61000002DCBA87EED1607C04609F5E2FBC84A40"
"L39 1PX","RVY26","HANTS LANE CLINIC","Y62","Q75","HANTS LANE","","","ORMSKIRK","LANCASHIRE","20110401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  1PX","198001",,"3414","4085","E10000017","323","E07000127","E05005373","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFU10","MFFU10","1","30UPFU","E00129500","Q84","Y51","E01025518","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341410","408541","E00129500","E01025518","E02005310","E56000018","E54000048","0101000020E61000002DCBA87EED1607C04609F5E2FBC84A40"
"L39 2AZ","RW5WK","ORMSKIRK OLDER ADULT CMHT","Y62","Q84","BICKERSTAFFE UNIT","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20101001",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","RBN52","ORMSKIRK AND DISTRICT GENERAL HOSPITAL","Y62","Q75","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","20050401",,,"","RBN",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","RVY02","ORMSKIRK & DISTRICT GENERAL HOSPITAL","Y62","Q75","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","19990401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","RW5FA","ORMSKIRK AND DISTRICT GENERAL HOSPITAL","Y62","Q84","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","20020401",,,"","RW5",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","RW5HJ","SCARISBRICK UNIT","Y62","Q84","ORMSKIRK HOSPITAL","WIGAN ROAD","","ORMSKIRK","LANCASHIRE","20161001",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","REM94","ORMSKIRK & DISTRICT GENERAL HOSPITAL","Y62","Q75","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","20140401",,,"","REM",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2AZ","RW5HF","OLDER ADULT SERVICES (ORMSKIRK & DISTRICT GENERAL HOSPITAL)","Y62","Q84","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","20040401",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2AZ","198001",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RW5YP","ORMSKIRK CRISIS RESOLUTION/HOME TREATMENT TEAM","Y62","Q84","BICKERSTAFF UNIT","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20090401",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RW5KY","WEST LANCS CMHT","Y62","Q84","BICKERSTAFFE HOUSE","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20161001",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RW5KX","WL ACCESS TREATMENT TEAM","Y62","Q84","BICKERSTAFFE HOUSE","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20161001",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RVY37","THE CHILD DEVELOPMENT CENTRE","Y62","Q75","NHS CENTRAL LANCS ORMSKIRK OFFICES","WIGAN ROAD","","ORMSKIRK","LANCASHIRE","20110401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RVY31","THE DIABETES CENTRE","Y62","Q75","NHS CENTRAL LANCS ORMSKIRK OFFICES","WIGAN ROAD","","ORMSKIRK","LANCASHIRE","20110401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RVY38","ORMSKIRK & DISTRICT GENERAL HOSPITAL","Y62","Q75","WIGAN ROAD","","","ORMSKIRK","LANCASHIRE","20110401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RVY39","WEST LANCS HEALTH CENTRE","Y62","Q75","ORMSKIRK & DISTRICT GENERAL HOSP","WIGAN ROAD","","ORMSKIRK","LANCASHIRE","20130401",,,"","RVY",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 2JW","RW5TE","ORMSKIRK CCTT","Y62","Q84","BICKERSTAFFE HOUSE","ORMSKIRK HOSPITAL","WIGAN ROAD","ORMSKIRK","LANCASHIRE","20121001",,,"X","RW5",,,,,,,"0",,"B",,,,"L39  2JW","199906",,"3423","4079","E10000017","323","E07000127","E05005363","1","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFF10","MFFF10","1","30UPFF","E00129358","Q84","Y51","E01025488","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","342392","407909","E00129358","E01025488","E02005310","E56000018","E54000048","0101000020E61000000AF3B2E352F806C0D9BC075645C84A40"
"L39 3BS","RW5DR","BROOKSIDE RETIREMENT VILLAGE","Y62","Q84","AUGHTON STREET","","","ORMSKIRK","LANCASHIRE","20120401",,,"","RW5",,,,,,,"0",,"B",,,,"L39  3BS","198001",,"3411","4079","E10000017","323","E07000127","E05005367","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFL05","MFFL05","1","30UPFL","E00129412","Q84","Y51","E01025500","5","E02005310","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","341172","407985","E00129412","E01025500","E02005310","E56000018","E54000048","0101000020E6100000CB490175121E07C08E36274657C84A40"
"L39 3LW","RW5DN","COMMUNITY SUPPORT TEAM","Y62","Q84","128 LIVERPOOL ROAD","AUGHTON","","ORMSKIRK","LANCASHIRE","20050101",,,"","RW5",,,,,,,"0",,"B",,,,"L39  3LW","198001",,"3398","4069","E10000017","323","E07000127","E05005359","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFA02","MFFA02","1","30UPFA","E00129295","Q84","Y51","E01025477","5","E02005315","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","339890","406920","E00129295","E01025477","E02005315","E56000018","E54000048","0101000020E6100000815BC7B2494507C0905CDBDE18C74A40"
"L39 8SE","RQ606","RENACRES HALL","Y62","Q75","CAPIO RENACRES HALL HOSPITAL","RENACRES LANE","HALSALL","ORMSKIRK","LANCASHIRE","20050401",,,"","RQ6",,,,,,,"0",,"B",,,,"L39  8SE","198001",,"3371","4119","E10000017","323","E07000127","E05005365","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFJ02","MFFJ02","1","30UPFJ","E00129386","Q84","Y51","E01025495","7","E02005306","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","337183","411927","E00129386","E01025495","E02005306","E56000018","E54000048","0101000020E6100000BCB84543079B07C08FB43AF7D0CC4A40"
"L39 8SE","RRF60","RENACRES HOSPITAL","Y62","Q83","RENACRES LANE","HALSALL","","ORMSKIRK","LANCASHIRE","20090401",,,"","RRF",,,,,,,"0",,"B",,,,"L39  8SE","198001",,"3371","4119","E10000017","323","E07000127","E05005365","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFJ02","MFFJ02","1","30UPFJ","E00129386","Q84","Y51","E01025495","7","E02005306","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","337183","411927","E00129386","E01025495","E02005306","E56000018","E54000048","0101000020E6100000BCB84543079B07C08FB43AF7D0CC4A40"
"L40 0RZ","RW5FL","THE GROVE","Y62","Q84","STATION APPROACH","BURSCOUGH","","ORMSKIRK","LANCASHIRE","20151001",,,"","RW5",,,,,,,"0",,"B",,,,"L40  0RZ","199412",,"3443","4123","E10000017","323","E07000127","E05005362","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFE03","MFFE03","1","30UPFE","E00129335","Q84","Y51","E01025485","6","E02005307","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","344359","412399","E00129335","E01025485","E02005307","E56000018","E54000048","0101000020E6100000583032F126BD06C02A637B9776CD4A40"
"L40 4LA","RVY27","BURSCOUGH HEALTH CENTRE","Y62","Q75","STANLEY COURT, LORD STREET","BURSCOUGH","","ORMSKIRK","LANCASHIRE","20110401",,,"","RVY",,,,,,,"0",,"B",,,,"L40  4LA","198001",,"3445","4120","E10000017","323","E07000127","E05005361","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFM02","MFFM02","1","30UPFM","E00129323","Q84","Y51","E01025483","6","E02005307","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","344504","412083","E00129323","E01025483","E02005307","E56000018","E54000048","0101000020E61000002667EE9F8CB806C02B173F091ACD4A40"
"L40 4LA","RW5FH","BURSCOUGH HEALTH CENTRE","Y62","Q84","STANLEY COURT","LORD STREET","BURSCOUGH","ORMSKIRK","LANCASHIRE","20061001",,,"","RW5",,,,,,,"0",,"B",,,,"L40  4LA","198001",,"3445","4120","E10000017","323","E07000127","E05005361","0","1","E92000001","Q31","E12000002","QC1","Y62","02G","30UPFM02","MFFM02","1","30UPFM","E00129323","Q84","Y51","E01025483","6","E02005307","N03","N51","Q13","5F3","Y42","E14001033","Y1701","5NG","344504","412083","E00129323","E01025483","E02005307","E56000018","E54000048","0101000020E61000002667EE9F8CB806C02B173F091ACD4A40"
